codigo_anunciante,codigo_zapimoveis,dtCriacao,dtColeta,imobiliaria,nrPreco,condominio,iptu,endereco,floorSize,numberOfRooms,numberOfBathroomsTotal,numberOfParkingSpaces,floorLevel,FURNISHED,POOL,ELEVATOR,LAVABO,SAUNA,PORCELAIN,INTERCOM,AIR_CONDITIONING,numberOfSuites,PETS_ALLOWED,BALCONY,BACKYARD,SPORTS_COURT,BARBECUE_GRILL,LAUNDRY,ALARM_SYSTEM,SERVICE_AREA,GARDEN,DEPOSIT,PLAYGROUND,SEA_VIEW,GOURMET_BALCONY,KITCHEN,PARTY_HALL,CABLE_TV,KITCHEN_CABINETS,SAFETY_CIRCUIT,GATED_COMMUNITY,HEATING,CONCIERGE_24H,WATCHMAN,GOURMET_SPACE,GYM,BICYCLES_PLACE,DINNER_ROOM,PAVED_STREET,RECEPTION,CLOSET,CARETAKER,ARMORED_SECURITY_CABIN,RECREATION_AREA,ELECTRONIC_GATE,INTERNET_ACCESS,BLINDEX_BOX,BEDROOM_WARDROBE,BATHROOM_CABINETS,DISABLED_ACCESS,HOME_OFFICE,SPA,TENNIS_COURT,INDOOR_SOCCER,MOUNTAIN_VIEW,CHILDRENS_POOL,DECK,MASSAGE_ROOM,GRASS,CINEMA,SQUASH,COPA,AMERICAN_KITCHEN,ELECTRIC_GENERATOR,TOYS_PLACE,PANTRY,BAR,FIREPLACE,GAMES_ROOM,WALL_BALCONY,PLANNED_FURNITURE,ALUMINUM_WINDOW,NATURAL_VENTILATION,LARGE_WINDOW,EMPLOYEE_DEPENDENCY,ENTRANCE_HALL,SERVICE_BATHROOM,INTEGRATED_ENVIRONMENTS,HIGH_CEILING_HEIGHT,LARGE_ROOM,COLD_FLOOR,WHIRLPOOL,BARBECUE_BALCONY,BUILTIN_WARDROBE,SQUARE,HEATED_POOL,TEEN_SPACE,SERVICE_ROOM,STAIR,FULL_FLOOR,FITNESS_ROOM,LARGE_KITCHEN,PANORAMIC_VIEW,PLATED_GAS,LAMINATED_FLOOR,ADULT_POOL,GREEN_SPACE,PIZZA_OVEN,BEAUTY_CENTER,SECURITY_CAMERA,SECURITY_CABIN,COWORKING,COOKER,SOLARIUM,FOOTBALL_FIELD,GOURMET_KITCHEN,BATHTUB,SANCA,PET_SPACE,SERVICE_ENTRANCE,PRIVATE_POOL,DIGITAL_LOCKER,WOOD_FLOOR,VALET_PARKING,PARKING,MEZZANINE,LUNCH_ROOM,PATROL,GLASS_WALL,SMALL_ROOM,CORNER_PROPERTY,ADMINISTRATION,GAS_SHOWER,MEETING_ROOM,MASSAGE,TREE_CLIMBING,LIBRARY,HIKING_TRAIL,SMART_CONDOMINIUM,POOL_BAR,RESTAURANT,COVENTION_HALL,SOUNDPROOFING,SIDE_ENTRANCE,ZEN_SPACE,REDARIO,HALF_FLOOR,COVERED_POOL,GUEST_PARKING,REVERSIBLE_ROOM,STORES,BEAUTY_ROOM,COVERAGE,ELETRIC_CHARGER,SEMI_OLYMPIC_POOL,ECO_GARBAGE_COLLECTOR,VINYL_FLOOR,SLAB,LAKE_VIEW,FRUIT_TREES,HOT_TUB,THERMAL_INSULATION,DIVIDERS,WALLS_GRIDS,FREEZER
AP14611,2771178731,14/01/2025,29/05/2025,R3 Imóveis,R$ 1.950.000,R$ 1.100,R$ 511,"Rua Pernambuco, 50 - Gonzaga, Santos - SP",131 m²,2 quartos,4 banheiros,2 vagas,20 andar,,Piscina,,Lavabo,,,,,2 suítes,Aceita animais,Varanda,,,Churrasqueira,,,Área de serviço,,,,Vista para o mar,,Cozinha,,,,,Condomínio fechado,,Portaria 24h,,,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33930,2804634815,10/05/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 1.350.000,R$ 1.281,R$ 560,"Gonzaga, Santos - SP",100 m²,2 quartos,4 banheiros,2 vagas,6 andar,,Piscina,Elevador,,Sauna,,Interfone,Ar-condicionado,2 suítes,Aceita animais,Varanda,,,Churrasqueira,,,Área de serviço,,,,,Varanda gourmet,Cozinha,Salão de festas,,,Circuito de segurança,Condomínio fechado,Aquecimento,Portaria 24h,Vigia,Espaço gourmet,Academia,,,,,,,,,,Conexão à internet,,,,,Escritório,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,2778891334,13/02/2025,29/05/2025,Elton Ayres Imóveis,R$ 415.000,R$ 900,R$ 130,"Rua Galeão Carvalhal, 34 - Gonzaga, Santos - SP",82 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP00660,2747124718,04/10/2024,29/05/2025,Ricci Consultoria Imobiliaria,R$ 615.000,R$ 1.324,R$ 121,"Avenida Dino Bueno - Ponta da Praia, Santos - SP",113 m²,2 quartos,3 banheiros,1 vaga,2 andar,,,Elevador,,,,Interfone,Ar-condicionado,1 suíte,,,,,,,,,,,,,,Cozinha,Salão de festas,TV à cabo,,,,,Portaria 24h,,,,Bicicletário,,,,,,Guarita blindada,,,Conexão à internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,2774894138,29/01/2025,29/05/2025,Conceito 013 Imóveis,R$ 745.000,R$ 900,R$ 200,"Rua João Carvalhal Filho, 189 - Campo Grande, Santos - SP",80 m²,2 quartos,3 banheiros,1 vaga,2 andar,,,Elevador,,,,Interfone,,1 suíte,,,,,,,,,,,,,,,,,,,,,,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP4658,2730524119,24/07/2024,29/05/2025,Marapé Imóveis,R$ 810.000,R$ 650,R$ 450,"Rua Godofredo Fraga - Marapé, Santos - SP",84 m²,3 quartos,2 banheiros,2 vagas,,,Piscina,Elevador,,Sauna,,,,1 suíte,,,,Quadra poliesportiva,,,,,,,,,,,Salão de festas,,,,,,Portaria 24h,Vigia,,Academia,,,,,,,,,,,,,,,,Spa,Quadra de tênis,,,,,,,Cinema,,,,Gerador elétrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piscina para adulto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,2776653042,04/02/2025,29/05/2025,Conceito 013 Imóveis,R$ 2.400.000,R$ 2.100,R$ 780,"Rua Luis Suplici, 12 - Gonzaga, Santos - SP",178 m²,3 quartos,5 banheiros,3 vagas,10 andar,Mobiliado,Piscina,Elevador,,Sauna,,Interfone,,3 suítes,,Varanda,Quintal,,Churrasqueira,Lavanderia,,,,,Playground,Vista para o mar,Varanda gourmet,,Salão de festas,TV à cabo,,Circuito de segurança,,,Portaria 24h,Vigia,Espaço gourmet,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP02496,2745839000,28/09/2024,29/05/2025,Officina De Negocios 013 Imobiliaria Ltda,R$ 750.000,R$ 510,R$ 320,"José Menino, Santos - SP",72 m²,2 quartos,1 banheiro,1 vaga,10 andar,,Piscina,Elevador,,,,Interfone,,1 suíte,Aceita animais,,,,Churrasqueira,,Sistema de alarme,,,,Playground,,,,,,,,,,Portaria 24h,,,,,,,,,,Guarita blindada,Área de lazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31981,2775235615,30/01/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 636.000,R$ 800,R$ 112,"Gonzaga, Santos - SP",85 m²,2 quartos,3 banheiros,1 vaga,9 andar,,,Elevador,,,,Interfone,Ar-condicionado,1 suíte,Aceita animais,,,,,,,Área de serviço,,,,Vista para o mar,,Cozinha,,,,,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,2771310621,15/01/2025,29/05/2025,Elton Ayres Imóveis,R$ 1.300.000,R$ 800.000,R$ 400.000,"Rua Euclydes da Cunha, 68 - Gonzaga, Santos - SP",91 m²,2 quartos,2 banheiros,1 vaga,,,Piscina,Elevador,,,,Interfone,,1 suíte,,,,,Churrasqueira,,,,,,,,Varanda gourmet,,Salão de festas,,,,,,Portaria 24h,Vigia,Espaço gourmet,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5527,2795926626,10/04/2025,29/05/2025,Elton Ayres Imóveis,R$ 1.600.000,R$ 1.600,R$ 459,"Rua André Vidal de Negreiros, 61 - Ponta da Praia, Santos - SP",142 m²,3 quartos,5 banheiros,2 vagas,,,,Elevador,,,,,,3 suítes,,,,,Churrasqueira,,,,,,,,,,Salão de festas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP5268,2751950966,25/10/2024,29/05/2025,Chave Santos Imóveis,R$ 895.000,R$ 1.200,R$ 2.172,"Rua Jorge Tibiriçá - Gonzaga, Santos - SP",125 m²,3 quartos,2 banheiros,1 vaga,5 andar,,,Elevador,,,,Interfone,Ar-condicionado,1 suíte,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14381,2741589945,12/09/2024,29/05/2025,Invista Inteligência Imobiliária,R$ 1.100.000,R$ 700,R$ 390,"Campo Grande, Santos - SP",88 m²,2 quartos,3 banheiros,2 vagas,24 andar,,Piscina,Elevador,,Sauna,,Interfone,,2 suítes,,,,Quadra poliesportiva,Churrasqueira,,Sistema de alarme,Área de serviço,,,Playground,,,Cozinha,Salão de festas,,,Circuito de segurança,Condomínio fechado,,Portaria 24h,Vigia,,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,2795927025,10/04/2025,29/05/2025,Elton Ayres Imóveis,R$ 1.500.000,R$ 1.420,R$ 370,"Avenida Doutor Bernardino de Campos, 625 - Gonzaga, Santos - SP",90 m²,2 quartos,3 banheiros,2 vagas,,,Piscina,Elevador,,,,Interfone,,1 suíte,,Varanda,,,Churrasqueira,,,,,,,,,,Salão de festas,,,,,,,Vigia,,Academia,,,,Recepção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33908,2804489344,09/05/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 490.000,R$ 632,R$ 107,"Boqueirão, Santos - SP",52 m²,1 quarto,1 banheiro,1 vaga,8 andar,,Piscina,Elevador,,,,Interfone,Ar-condicionado,,Aceita animais,Varanda,,,Churrasqueira,,,,Jardim,,,,,Cozinha,Salão de festas,,,,Condomínio fechado,,Portaria 24h,Vigia,Espaço gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23531,2658546484,28/09/2023,29/05/2025,Invista Inteligência Imobiliária,R$ 950.000,R$ 1.550,R$ 354,"Boqueirão, Santos - SP",145 m²,3 quartos,3 banheiros,1 vaga,1 andar,,,Elevador,,,,Interfone,Ar-condicionado,2 suítes,Aceita animais,Varanda,,,,,,Área de serviço,,,,,,Cozinha,,,,,Condomínio fechado,Aquecimento,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14340,2788410215,18/03/2025,29/05/2025,Familia Imoveis Consultoria,R$ 440.000,R$ 550,R$ 160,"Rua Vahia de Abreu - Boqueirão, Santos - SP",70 m²,2 quartos,1 banheiro,1 vaga,2 andar,,,,,,,Interfone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,2793777416,03/04/2025,29/05/2025,Elton Ayres Imóveis,R$ 420.000,R$ 650,R$ 65,"Rua Doutor Alamir Martins, 0 - Gonzaga, Santos - SP",56 m²,1 quarto,1 banheiro,1 vaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11240,2580317600,14/09/2022,29/05/2025,Invista Inteligência Imobiliária,R$ 1.390.000,R$ 1.558,R$ 416,"Boqueirão, Santos - SP",233 m²,4 quartos,4 banheiros,2 vagas,7 andar,Mobiliado,,Elevador,,,,Interfone,Ar-condicionado,4 suítes,,,,,,,,Área de serviço,,,,,,Cozinha,,,,Circuito de segurança,Condomínio fechado,,,,,,,,,,,,,,,,,,,,Escritório,,,,,,,,Gramado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD0036,2751947389,25/10/2024,29/05/2025,Chave Santos Imóveis,R$ 650.000,R$ 680,R$ 257,"Rua Hélio Ansaldo - Macuco, Santos - SP",79 m²,2 quartos,2 banheiros,1 vaga,2 andar,,,,,,Porcelanato,,Ar-condicionado,1 suíte,Aceita animais,Varanda,,,Churrasqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14024,2789944922,22/03/2025,29/05/2025,Familia Imoveis Consultoria,R$ 550.000,R$ 700,R$ 200,"Rua 9 de Julho - Marapé, Santos - SP",73 m²,2 quartos,2 banheiros,1 vaga,3 andar,,Piscina,Elevador,,,,Interfone,,1 suíte,,Varanda,,,,Lavanderia,,,,,Playground,,,Cozinha,Salão de festas,,,,,,,,Espaço gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP3732,2610400001,03/02/2023,29/05/2025,R3 Imóveis,R$ 840.000,R$ 904,R$ 294,"Rua Professor Doutor Olavo de Paula Borges, 83 - Ponta da Praia, Santos - SP",150 m²,2 quartos,3 banheiros,1 vaga,6 andar,,,Elevador,,,,Interfone,,1 suíte,Aceita animais,Varanda,,,Churrasqueira,,,Área de serviço,,,,,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14482,2799798329,22/04/2025,29/05/2025,Familia Imoveis Consultoria,R$ 450.000,R$ 400,R$ 156,"Rua Cunha Moreira - Encruzilhada, Santos - SP",75 m²,2 quartos,2 banheiros,1 vaga,2 andar,,,,,,,Interfone,Ar-condicionado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,2807156721,18/05/2025,29/05/2025,Lion Prime Imoveis,R$ 350.000,R$ 400,R$ 200,"Avenida Engenheiro Manoel Ferramenta Júnior - Areia Branca, Santos - SP",53 m²,2 quartos,1 banheiro,1 vaga,,,Piscina,Elevador,,,,Interfone,,,Aceita animais,Varanda,,,Churrasqueira,,,Área de serviço,Jardim,,Playground,,,Cozinha,Salão de festas,,,,Condomínio fechado,Aquecimento,Portaria 24h,Vigia,,Academia,,,,,,,,,,,,,,,,,,,,,,,Gramado,Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,2804741219,10/05/2025,29/05/2025,Apollo-On,R$ 400.000,R$ 630,R$ 90,"Rua Frederico Ozanam, 7 - José Menino, Santos - SP",73 m²,1 quarto,1 banheiro,1 vaga,10 andar,,,Elevador,,,,,,,,Varanda,,,,Lavanderia,,,,,,,,Cozinha,,,,,Condomínio fechado,,,,,,Bicicletário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18160,2705013408,07/04/2024,29/05/2025,Gávea Imobi,R$ 450.000,R$ 431,R$ 130,"Rua Professor Torres Homem, 33 - Boqueirão, Santos - SP",71 m²,2 quartos,1 banheiro,1 vaga,3 andar,,,,,,,Interfone,,,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,,,,Condomínio fechado,Aquecimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5345,2791486723,27/03/2025,29/05/2025,Elton Ayres Imóveis,R$ 773.000,R$ 1.114,R$ 168,"Rua Olavo Bilac, 33 - Pompeia, Santos - SP",108 m²,2 quartos,2 banheiros,1 vaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIE7Q6,2534498203,14/09/2021,29/05/2025,Jose Ronaldo Ferreira De Lima,R$ 3.200.000,R$ 1.080,R$ 345,"Avenida Presidente Wilson, 94 - José Menino, Santos - SP",105 m²,2 quartos,3 banheiros,2 vagas,,,Piscina,Elevador,,Sauna,,,,,,,,,Churrasqueira,,,,,,,,,,Salão de festas,,,,,,Portaria 24h,,,Academia,,,,,,,,,Portão eletrônico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP04432,2772757368,20/01/2025,29/05/2025,Ricci Consultoria Imobiliaria,R$ 799.000,R$ 1.200,R$ 285,"Rua Pedro Américo - Campo Grande, Santos - SP",140 m²,3 quartos,3 banheiros,1 vaga,7 andar,,Piscina,Elevador,,,,Interfone,,1 suíte,,,,,Churrasqueira,,,,,,,,,Cozinha,,,Armário na cozinha,,,,Portaria 24h,,,Academia,,,,,,,Guarita blindada,Área de lazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28528,2800950972,26/04/2025,29/05/2025,Roda Imoveis Ltda - Epp,R$ 740.000,R$ 680,R$ 268,"Avenida Doutor Moura Ribeiro - Marapé, Santos - SP",86 m²,3 quartos,2 banheiros,1 vaga,4 andar,Mobiliado,Piscina,Elevador,,Sauna,,Interfone,Ar-condicionado,,,Varanda,,Quadra poliesportiva,Churrasqueira,,,Área de serviço,,,Playground,,,Cozinha,Salão de festas,,,,Condomínio fechado,,Portaria 24h,Vigia,,Academia,,,,,,,,,,,,,,,,Spa,,,,,,Sala de massagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12952,2803600243,06/05/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 760.000,R$ 650,R$ 217,"Aparecida, Santos - SP",104 m²,2 quartos,3 banheiros,1 vaga,7 andar,,,Elevador,,,,Interfone,Ar-condicionado,1 suíte,,,,,,,,Área de serviço,,,,,,Cozinha,,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23737,2661428483,11/10/2023,29/05/2025,Invista Inteligência Imobiliária,R$ 800.000,R$ 1.716,R$ 250,"José Menino, Santos - SP",120 m²,3 quartos,2 banheiros,1 vaga,4 andar,,,Elevador,,,,Interfone,,1 suíte,Aceita animais,Varanda,,,,,,Área de serviço,,,,Vista para o mar,,Cozinha,,,,,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,2771370970,15/01/2025,29/05/2025,Painel Imóveis,R$ 950.000,R$ 500,R$ 3.600,"Rua Godofredo Fraga, 10 - Marapé, Santos - SP",98 m²,2 quartos,2 banheiros,1 vaga,,,Piscina,,,,,,,,,,Quintal,,Churrasqueira,,,,Jardim,,Playground,,,,Salão de festas,,,,,,,,,,Bicicletário,,,,,,,,,,,,,,,,,,,Piscina infantil,,,,Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espaço Pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP03386,2756790212,14/11/2024,29/05/2025,Globalize Imóveis,R$ 1.600.000,R$ 3.000,R$ 500,"Avenida Washington Luís - Gonzaga, Santos - SP",345 m²,4 quartos,4 banheiros,3 vagas,3 andar,,,Elevador,,Sauna,,,,2 suítes,Aceita animais,Varanda,,,Churrasqueira,,,,,,,Vista para o mar,,Cozinha,Salão de festas,,Armário na cozinha,,,,Portaria 24h,,,,,,,,,,,Área de lazer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19996,2628357592,25/04/2023,29/05/2025,Invista Inteligência Imobiliária,R$ 810.000,R$ 1.365,R$ 290,"Gonzaga, Santos - SP",117 m²,3 quartos,3 banheiros,2 vagas,3 andar,,,Elevador,,,,Interfone,Ar-condicionado,1 suíte,,Varanda,,,,,,Área de serviço,,,,,,Cozinha,,,,,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,2804741219,10/05/2025,29/05/2025,Apollo-On,R$ 400.000,R$ 630,R$ 90,"Rua Frederico Ozanam, 7 - José Menino, Santos - SP",73 m²,1 quarto,1 banheiro,1 vaga,10 andar,,,Elevador,,,,,,,,Varanda,,,,Lavanderia,,,,,,,,Cozinha,,,,,Condomínio fechado,,,,,,Bicicletário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP10086,2625373560,11/04/2023,29/05/2025,R3 Imóveis,R$ 1.950.000,R$ 950,R$ 553,"Rua Bolivar, 74 - Boqueirão, Santos - SP",124 m²,3 quartos,5 banheiros,2 vagas,22 andar,,Piscina,Elevador,,,,,Ar-condicionado,3 suítes,Aceita animais,Varanda,,Quadra poliesportiva,Churrasqueira,,,,,,,Vista para o mar,Varanda gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32826,2785989158,11/03/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 530.000,R$ 645,R$ 215,"Embaré, Santos - SP",105 m²,2 quartos,2 banheiros,1 vaga,1 andar,,,Elevador,,,,Interfone,Ar-condicionado,,,,,,,,,Área de serviço,,,,,,Cozinha,,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP5418,2791678016,27/03/2025,29/05/2025,Chave Santos Imóveis,R$ 550.000,R$ 350,R$ 178,"Rua Álvares de Azevedo - Boqueirão, Santos - SP",86 m²,2 quartos,2 banheiros,1 vaga,1 andar,,,,,,Porcelanato,Interfone,Ar-condicionado,,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
